,Unnamed: 0,Stock1,Stock2,Stock3,Stock4
49,2000-02-19,-1.148803717,-1.157793006,1.345498997,-0.037504738
50,2000-02-20,0.20632898,0.549117948,1.357201916,1.285188733
51,2000-02-21,1.300788773,0.294988268,0.253788679,-1.006338949
52,2000-02-22,-0.102333425,1.478065666,-1.675257407,-1.549422886
53,2000-02-23,-0.450007955,-0.026697241,-0.766658744,0.954344431
54,2000-02-24,-0.173048702,-0.633421783,-0.228853393,-1.14836812
55,2000-02-25,0.189555422,0.097300019,0.429439458,0.975415441
56,2000-02-26,0.012943375,-1.096171463,-0.690868286,-1.073525246
57,2000-02-27,0.159603789,1.057105684,-1.45339983,-1.355561657
58,2000-02-28,0.59283084,0.463887689,0.727880443,-1.096481041
59,2000-02-29,0.816385771,-1.074844184,-0.069381053,-0.043903795
60,2000-03-01,-0.790836071,-0.291332718,-1.555071972,-0.16554332
61,2000-03-02,-2.098143438,-0.594110969,-0.295181378,-0.215910039
62,2000-03-03,-0.166839666,0.47767554,-0.119423784,-0.546515994
63,2000-03-04,-0.919355854,1.437287555,-1.090472444,-3.016632181
64,2000-03-05,0.746057987,-1.414862408,-0.10215754,0.006394949
65,2000-03-06,0.314422096,-0.489494265,-1.219043178,1.506717513
66,2000-03-07,1.130833947,0.082669692,1.476685277,0.073629642
67,2000-03-08,-0.943512052,0.809377432,0.942978759,-0.167361009
68,2000-03-09,-0.633209585,1.245363499,-0.894465136,0.898132409
69,2000-03-10,-0.38531923,-1.173968609,-1.158731119,-0.054728559
70,2000-03-11,0.524080955,1.105149645,-0.879198446,0.878871812
71,2000-03-12,1.399149225,0.246546742,-0.160808135,-0.078316307
72,2000-03-13,-1.116298925,0.634168271,0.801393106,1.885236624
73,2000-03-14,-0.184073442,1.00834773,1.283722718,0.092003797
74,2000-03-15,0.034715099,-0.510268216,0.713545961,-0.190547106
75,2000-03-16,-0.183217252,-0.631698483,-0.772873633,-0.195735929
76,2000-03-17,-0.558434347,0.292113904,-0.95126178,0.710084964
77,2000-03-18,0.553002285,2.173454339,0.56265988,0.098112401
78,2000-03-19,0.938618237,0.488479217,1.114278305,-1.302644119
79,2000-03-20,0.732363023,-0.09754897,0.290554205,0.237091566
80,2000-03-21,-0.515490223,-0.623351351,0.321587802,0.462336838
81,2000-03-22,0.803201312,-0.781576395,0.735743593,0.006632522
82,2000-03-23,0.970938142,0.167405054,-1.97578738,-0.085354182
83,2000-03-24,0.049374837,-0.608720523,-0.416593585,0.648034854
84,2000-03-25,-0.598910708,0.55702584,1.668360209,0.706000468
85,2000-03-26,-0.709645584,-1.070921744,0.12303853,-1.597267762
86,2000-03-27,-1.009224867,-0.242606584,0.476573526,0.5417816
87,2000-03-28,-0.655135139,1.830656782,1.624091478,0.175557089
88,2000-03-29,-0.399009107,-2.002995618,-2.14183754,0.217973835
89,2000-03-30,0.545870855,1.046029885,0.59014847,-0.333486663
90,2000-03-31,-0.586867318,0.115327823,1.419449802,-1.391711814
91,2000-04-01,1.204682566,0.491473434,0.736980479,0.242558628
92,2000-04-02,-1.368050589,-1.145054746,-0.710295697,0.38332761
93,2000-04-03,-0.651424374,0.199589909,-0.961788315,1.680671339
94,2000-04-04,0.621920783,-0.050193254,-1.013655955,0.74884233
95,2000-04-05,-0.904688402,0.635586402,0.440469546,-0.315943284
96,2000-04-06,0.320426017,-0.323057504,0.840806184,-1.934217207
97,2000-04-07,1.080899977,-0.713176097,-0.016655032,-1.115938063
98,2000-04-08,1.553239321,0.007179598,0.033412194,-1.077337486
99,2000-04-09,-0.804691096,0.356259552,-1.123738588,1.111182424
100,2000-04-10,1.779316969,-0.212030253,-1.628072699,-0.79280493
101,2000-04-11,-0.538878363,-0.971199633,-0.81395407,2.452052106
102,2000-04-12,0.417506956,-0.606108077,-1.11458234,-0.476023207
103,2000-04-13,0.309599644,0.002151254,0.494622613,0.841265373
104,2000-04-14,0.057002371,-1.544585662,-2.225504239,-1.976058917
105,2000-04-15,0.652285275,1.371518103,-0.79266753,0.309217826
106,2000-04-16,-0.554743595,-1.047242361,-2.603835355,0.22637623
107,2000-04-17,1.335646712,-0.311475799,0.223214781,2.825921
108,2000-04-18,0.515476653,1.547401597,-2.163852766,-0.361747641
109,2000-04-19,-0.436323308,-1.163555128,0.070621352,-0.099052879
110,2000-04-20,1.980222949,-0.603404533,1.014979729,0.163597965
111,2000-04-21,-0.162932226,1.361158127,0.845861582,-0.004268509
112,2000-04-22,-1.470098931,2.008772055,-1.445290607,-0.676954957
113,2000-04-23,1.519366624,1.961632543,0.230390803,2.879793058
114,2000-04-24,-0.297726886,0.855218925,-0.446185788,0.209586332
115,2000-04-25,-0.343309017,1.209640282,-0.077749589,-0.647601772
116,2000-04-26,-0.748317307,0.239962073,-0.241610179,0.321594835
117,2000-04-27,-2.21033427,0.033414086,-0.736141916,-1.110030702
118,2000-04-28,1.522018217,0.687082041,-0.262187095,1.151383677
119,2000-04-29,-0.786556183,-1.949055174,0.357532152,0.184251883
120,2000-04-30,-2.30683875,-0.760010343,-0.050061189,-0.813889789
121,2000-05-01,1.37696722,-0.443207454,0.065442414,-0.33082863
122,2000-05-02,-0.557345225,0.244431753,0.142145892,1.23349758
123,2000-05-03,0.730929175,-1.224719971,-1.567026349,-0.85647423
124,2000-05-04,1.157758335,0.789947504,-1.418863277,0.493476074
125,2000-05-05,-0.682219195,-1.394161121,-0.74393135,-1.351291858
126,2000-05-06,0.654338525,-1.085007889,-0.863964267,1.897136879
127,2000-05-07,-0.352114448,-1.431851238,0.228434944,0.485282079
128,2000-05-08,-0.504936056,0.06766411,-0.99336908,0.75746663
129,2000-05-09,0.663962427,2.176588722,1.578423133,1.322677961
130,2000-05-10,-0.026314915,-0.208447527,-0.496568145,0.094386102
131,2000-05-11,0.347223875,-0.736644255,0.628454681,1.087940208
132,2000-05-12,0.009137813,0.626952942,0.37165259,0.289159922
133,2000-05-13,1.123966861,0.408790048,-0.871637338,-0.247392053
134,2000-05-14,0.010586633,0.078659058,-1.103172414,-1.410963409
135,2000-05-15,0.926034371,0.478615562,-0.579207761,1.904811108
136,2000-05-16,-0.639062058,-1.825941747,0.751821959,-1.463291617
137,2000-05-17,-0.849126312,1.904628057,-0.181407127,0.350342053
138,2000-05-18,0.997428407,-0.943764069,0.847215634,0.314972111
139,2000-05-19,0.007936361,0.481202267,-0.686090795,-1.927841284
140,2000-05-20,2.7681106,0.380201459,0.862157442,-1.748787527
141,2000-05-21,-1.100219571,1.325842892,1.028541724,0.061221454
142,2000-05-22,0.334291605,-1.532489419,0.06168676,-0.525311256
143,2000-05-23,-2.311736113,-1.647122065,-0.460466289,2.646368281
144,2000-05-24,-0.374001625,1.052781116,0.889047004,-1.798328412
145,2000-05-25,0.88583795,2.421852609,-1.924293011,0.166982514
146,2000-05-26,0.48947916,0.792640063,0.252872234,0.547325608
147,2000-05-27,-0.39455449,-0.979279224,1.637893409,0.218574178
148,2000-05-28,0.247860169,-0.477826217,0.056682463,0.463195792
149,2000-05-29,0.257223808,-0.431775336,-0.87455995,-0.498603256
150,2000-05-30,-0.569848419,0.149429908,-0.62786319,-1.211457238
151,2000-05-31,0.733407096,2.445328617,0.691858925,-0.316235646
152,2000-06-01,-1.127716431,0.422935296,0.036600195,-0.547357194
153,2000-06-02,-0.462434571,-0.188995819,-0.740854702,-1.003182177
154,2000-06-03,0.534962627,0.935609262,-1.561016636,0.042932291
155,2000-06-04,-0.025459747,2.909306306,0.439365941,2.341730842
156,2000-06-05,-0.615937899,0.753709367,1.234285704,0.509483026
157,2000-06-06,1.098582365,1.552923472,0.282374517,-0.005058624
158,2000-06-07,1.419253891,0.850486607,1.583186738,1.120713604
159,2000-06-08,-0.653672157,0.523064013,-0.139891398,0.86635151
160,2000-06-09,-1.047418123,0.93476074,0.005370385,0.729064962
161,2000-06-10,-0.150072827,1.329421645,1.730017075,0.308778666
162,2000-06-11,-0.147624143,1.178006711,0.881298324,1.0001612
163,2000-06-12,-0.310615901,0.585247843,1.063297605,-0.867802065
164,2000-06-13,0.250686643,-0.626544351,0.303139364,-0.377334469
165,2000-06-14,-2.11033786,-0.170292489,-0.617344095,-0.602816464
166,2000-06-15,-0.499491643,0.465350801,-1.008755305,-0.399363173
167,2000-06-16,-0.955793531,-0.089290729,0.843536288,-1.520861186
168,2000-06-17,1.493866983,-0.722901981,1.195759169,-1.795980677
169,2000-06-18,-0.826853894,3.199850021,-1.228032315,0.365614242
170,2000-06-19,0.131433541,0.468044184,2.517138435,-0.313030796
171,2000-06-20,-0.036636927,-0.942237132,0.294442517,0.979550908
172,2000-06-21,0.681464918,-0.603701167,-0.183732438,0.123917955
173,2000-06-22,0.436290199,0.317416887,0.096353251,0.605805605
174,2000-06-23,-0.677859405,-0.076994969,-1.037168256,-0.106678648
175,2000-06-24,-0.465977999,-0.411259605,-0.125569508,-1.866387666
176,2000-06-25,-0.875974241,0.122211695,0.080220173,-0.215858435
177,2000-06-26,1.406629857,1.283342675,-0.062224146,-0.045635393
178,2000-06-27,1.436203182,-0.683687267,0.836478936,0.576406412
179,2000-06-28,-1.128942705,1.022508024,0.26338998,-0.52842947
180,2000-06-29,1.20579543,-2.233854141,1.338604995,-1.966898622
181,2000-06-30,-0.221408797,0.724260688,0.385665256,-0.900362007
182,2000-07-01,0.885611426,-1.823705252,0.301646149,-1.850820174
183,2000-07-02,0.164324394,-0.151500715,-0.04463913,-0.079856848
184,2000-07-03,0.406644185,0.110691327,-0.923779271,0.382706462
185,2000-07-04,-1.358572307,-0.210365931,-1.243387705,-0.128355524
186,2000-07-05,-0.979710428,-0.034607009,0.085128059,0.340041016
187,2000-07-06,0.008506407,0.670796155,-0.034990817,1.290670048
188,2000-07-07,-0.501081627,-0.380523837,-2.583826352,1.102477479
189,2000-07-08,0.380570097,1.258492622,-0.795461293,0.180816417
190,2000-07-09,-1.171558254,0.326151266,0.49758402,1.589596632
191,2000-07-10,1.535851063,0.873191009,1.186759925,-0.871504491
192,2000-07-11,-0.416393709,-0.811056966,0.878228495,-0.40822247
193,2000-07-12,-2.072605911,0.42262509,-1.870192001,0.988997749
194,2000-07-13,-0.610442492,1.578112603,-1.156864793,-1.756581456
195,2000-07-14,-1.685032394,-1.859185737,-1.465055518,0.3749186
196,2000-07-15,-1.235499968,0.621673219,0.064782757,0.025566322
197,2000-07-16,-1.033157663,0.048321572,-1.864407538,1.284728501
198,2000-07-17,-2.411759668,1.33737431,-1.039430114,-1.438235205
199,2000-07-18,0.041229756,0.060753205,0.709803556,0.106165702
200,2000-07-19,0.671709347,-1.640227103,0.480455821,0.419313399
201,2000-07-20,0.32686415,0.831895186,0.560006877,0.286354656
202,2000-07-21,0.273747913,1.055498899,-0.920225895,1.368004403
203,2000-07-22,1.536995024,0.272350927,0.202862151,-0.340317805
204,2000-07-23,-0.805040229,0.248626541,-0.903542933,-0.410960065
205,2000-07-24,0.461505598,-0.551793373,0.19058645,-0.006462685
206,2000-07-25,1.05106846,0.989072909,0.728809186,0.35184443
207,2000-07-26,1.359566927,0.077655366,1.003468338,0.990613626
208,2000-07-27,-0.796510984,0.706033446,0.058763297,-1.62732265
209,2000-07-28,-0.818988274,0.618420672,-0.975028045,-0.217598683
210,2000-07-29,1.338423003,0.39505295,-0.664066169,0.431621961
211,2000-07-30,1.976993356,-1.286966186,0.796288577,-1.096284689
212,2000-07-31,-2.223966589,-1.182193921,0.934336639,0.407393958
213,2000-08-01,0.476462954,1.409332021,-0.283134232,-1.793020662
214,2000-08-02,-0.408089376,0.976215776,1.047329084,0.220743975
215,2000-08-03,-0.011442199,0.431196445,-0.760817955,1.080255293
216,2000-08-04,-0.07565752,0.426821577,1.490075812,0.152709288
217,2000-08-05,-1.092318156,-0.187645095,-0.332875538,1.663461788
218,2000-08-06,1.433292113,0.548817661,0.1704834,0.890945996
219,2000-08-07,0.073776545,-0.697064091,-0.231119844,0.851959126
220,2000-08-08,-1.527379716,-0.898876348,0.319902186,0.060887921
221,2000-08-09,1.582104536,1.081849274,-2.098950465,0.81206028
222,2000-08-10,0.510449642,1.551218947,0.163009292,2.182940951
223,2000-08-11,-0.510433845,0.608076072,0.226277743,0.301783114
224,2000-08-12,0.238585778,0.454609269,-0.746729569,0.611892475
225,2000-08-13,-0.727323299,0.779986492,0.843389627,0.766860303
226,2000-08-14,0.353475468,-1.63229457,-1.463351534,-1.646703307
227,2000-08-15,-0.187962975,-0.398566239,1.042411075,-0.002539039
228,2000-08-16,0.657289081,0.679139615,1.425337513,1.033521068
229,2000-08-17,0.540377616,-1.009105103,0.676707275,-1.045373053
230,2000-08-18,0.135621421,-1.866887045,-0.335471723,-0.40529814
231,2000-08-19,0.262426713,-1.183323607,-2.231401597,-0.544040434
232,2000-08-20,-1.261516009,0.423380654,-0.777547485,0.465670661
233,2000-08-21,2.158408992,-1.354800725,1.316139918,0.243924103
234,2000-08-22,1.456546063,0.909349197,1.208102494,0.095377862
235,2000-08-23,0.194724419,1.199399564,1.111368512,0.129597556
236,2000-08-24,0.343759658,1.101096327,-0.541503852,-0.493092818
237,2000-08-25,-1.144551761,-0.137902661,-0.361168083,1.054604927
238,2000-08-26,-0.320757507,-0.825758071,0.972265947,-0.99348693
239,2000-08-27,-0.22012457,1.697263601,-1.387350951,2.496387778
240,2000-08-28,-2.133130003,-1.727131283,0.033463887,-0.816555166
241,2000-08-29,-1.891289786,-0.240518105,1.5501295,-0.109924007
242,2000-08-30,0.367533722,0.003299167,1.989878388,-3.110464378
243,2000-08-31,0.763147709,0.426660795,1.194975331,1.023835512
244,2000-09-01,0.238020476,1.394466867,-1.086700634,-0.400863146
245,2000-09-02,0.31812897,-0.549064953,0.577126749,-1.017205188
246,2000-09-03,0.327106175,-0.179567103,-1.350603703,0.571729222
247,2000-09-04,-1.488440793,0.577308691,0.836313044,-0.464965637
248,2000-09-05,-2.365196929,-0.727316198,-0.296164438,0.53755754
249,2000-09-06,-1.195877424,0.865071453,0.589304009,0.139736185
250,2000-09-07,-2.048783683,-0.083822482,0.068002931,-0.070434775
251,2000-09-08,-1.002592497,-1.929233987,0.882663132,1.288629192
252,2000-09-09,1.10912821,0.545844526,0.669678859,1.907871405
253,2000-09-10,0.926012135,0.188863786,-0.823554453,0.614248241
254,2000-09-11,1.442451623,-0.454827784,-0.389276371,-1.919637022
255,2000-09-12,-0.692707502,-0.520163252,-0.273693625,-0.523109917
256,2000-09-13,-0.656796802,0.537826005,0.264985076,0.138986927
257,2000-09-14,0.493671648,-0.241186651,1.091362966,0.832768027
258,2000-09-15,-0.673135821,0.121075944,0.751242706,-0.071841758
259,2000-09-16,0.61861088,1.874856881,1.608593832,1.641789356
260,2000-09-17,1.13644346,-0.291198593,0.040542823,-0.654264944
261,2000-09-18,-1.325064637,0.905023718,-0.303884175,1.320117373
262,2000-09-19,-0.279487833,-1.301785458,1.360642243,0.74149772
263,2000-09-20,0.574305545,-0.040255691,0.916352081,-0.872755592
264,2000-09-21,-0.33047915,1.931093457,-1.253378635,-0.251384313
265,2000-09-22,0.366321985,-0.773986986,-0.438648165,-1.564871146
266,2000-09-23,1.423219107,1.977165621,0.099359601,-1.684854941
267,2000-09-24,0.628148396,-0.95588196,-0.012608841,0.992849532
268,2000-09-25,0.003609118,0.636463049,1.441797413,-0.561678113
269,2000-09-26,0.419144718,-0.721398366,2.07219262,0.834206927
270,2000-09-27,0.667154178,1.57623108,-0.410077039,0.455923108
271,2000-09-28,-0.309024955,0.034096524,-0.72838369,-0.538409399
272,2000-09-29,-0.084636416,1.372794138,0.185468069,-0.147978982
273,2000-09-30,0.06660234,1.82120869,1.537155215,0.275885078
274,2000-10-01,-0.668197419,0.195064281,-0.419171349,-1.300259157
275,2000-10-02,2.120693422,-0.544170196,-1.207810141,0.778639872
276,2000-10-03,-1.337663472,0.512514636,0.570504276,0.429645787
277,2000-10-04,0.482994808,1.493305571,-0.698241411,0.133211893
278,2000-10-05,-1.187352868,-1.857450435,-0.36103735,-0.561987776
279,2000-10-06,-1.054182195,-1.138437533,-0.650433923,0.27043696
280,2000-10-07,1.815474935,-2.162150969,0.053811998,-0.402637951
281,2000-10-08,-1.625203887,-2.07922641,-0.861881892,0.871046001
282,2000-10-09,0.32257282,-1.536983376,1.098879071,-1.983980043
283,2000-10-10,0.582647861,0.94638677,0.772444365,-0.968485675
284,2000-10-11,-0.899838445,1.083816799,1.587355223,-0.540338894
285,2000-10-12,0.506787586,-0.718393252,-0.801792539,0.866592596
286,2000-10-13,-1.933687547,-2.028981457,2.431737717,-1.202786534
287,2000-10-14,-1.337034163,-0.137895387,0.15881566,0.742866569
288,2000-10-15,-0.018492216,0.478326908,0.059995987,-1.009170989
289,2000-10-16,0.5432517,1.316007831,-0.24265949,-0.427625047
290,2000-10-17,-0.433422154,-1.658761161,-0.734497068,2.335722876
291,2000-10-18,-0.451956487,0.144868033,-1.026196403,0.986042149
292,2000-10-19,1.143665446,1.500310821,-1.076128065,-0.124627605
293,2000-10-20,0.038641168,0.42844556,-1.161109463,0.192083023
294,2000-10-21,-0.738036432,-0.976829574,0.676810814,-0.392794046
295,2000-10-22,-1.516029928,0.665915298,-0.141214626,-1.904452746
296,2000-10-23,0.690983165,0.626962074,-0.551618705,-0.143559032
297,2000-10-24,0.513519035,-0.290220523,-1.171686842,1.285646005
298,2000-10-25,0.810258431,0.276633454,0.015864327,-2.17126778
299,2000-10-26,1.749207226,-0.216117915,0.050901242,-0.382215618
300,2000-10-27,0.885993871,1.303531277,0.003844682,0.487295307
301,2000-10-28,0.288099446,-1.061296173,-1.219877762,1.036508831
302,2000-10-29,-0.24202845,-2.315235243,-0.012872022,-0.158669222
303,2000-10-30,0.881914141,-0.146451585,-0.286617434,0.645322641
304,2000-10-31,-0.485844673,1.396004317,-1.209462679,-0.680040585
305,2000-11-01,0.760573054,-0.527782532,0.316991748,-0.3600774
306,2000-11-02,-2.852503452,-0.187599413,-0.586204921,-1.038006555
307,2000-11-03,0.370840729,0.034813544,-1.57719519,-1.178780589
308,2000-11-04,0.09390294,0.834253026,1.490490342,-0.180184179
309,2000-11-05,-0.888722338,1.330005493,-1.178797055,0.688325899
310,2000-11-06,0.52807722,1.040784709,1.31570113,0.955102138
311,2000-11-07,0.210814447,1.775643396,-0.100176615,-0.081556414
312,2000-11-08,-0.385224872,0.266555805,-0.039894546,-0.29084289
313,2000-11-09,-1.222431688,-0.413062227,0.661435863,0.549713106
314,2000-11-10,-0.062652407,0.590829251,-0.725694591,0.93558714
315,2000-11-11,0.815846876,0.853559331,2.293408505,-0.640389053
316,2000-11-12,-0.617130012,1.062389865,0.340210977,0.855912299
317,2000-11-13,1.294695558,0.018513437,1.776106485,-1.59148873
318,2000-11-14,-1.511666481,-0.533361477,0.728783877,1.358436128
319,2000-11-15,0.637388153,2.414547804,-0.067281474,1.995621994
320,2000-11-16,0.206661452,-1.017768201,0.557606301,-0.439180886
321,2000-11-17,1.475482383,0.676959875,-0.979735638,2.012714444
322,2000-11-18,1.104585019,1.153737502,-1.215132058,-0.98466589
323,2000-11-19,0.668283581,0.422476688,-0.547216044,0.036185637
324,2000-11-20,-0.880688891,-0.017629955,0.980899243,0.21088683
325,2000-11-21,0.820078667,0.160549911,-1.30689705,-0.902004751
326,2000-11-22,-1.17691056,-0.979488082,0.466340427,-0.065912575
327,2000-11-23,-1.102609544,1.698347919,-2.370201836,-0.447890568
328,2000-11-24,0.788690145,1.274848306,0.424122859,0.936821784
329,2000-11-25,-0.781758784,-0.247452538,-0.578317072,-0.120615295
330,2000-11-26,-2.400572535,1.009343041,1.953698814,-0.269516836
331,2000-11-27,-0.136388672,-0.462285466,-0.578254453,0.203319607
332,2000-11-28,1.39096681,2.233727432,1.129442879,1.40007007
333,2000-11-29,-0.219208851,-0.627134735,-1.749802756,0.469172698
334,2000-11-30,1.691786322,-1.551033543,-0.88945153,0.406767668
335,2000-12-01,0.157367632,0.967923607,-1.181235188,-0.123545739
336,2000-12-02,0.513474381,-0.527944619,0.318536094,1.040012975
337,2000-12-03,-0.204301478,-1.029171282,0.697922858,1.744088205
338,2000-12-04,-1.048770779,-2.401956126,-0.568605592,2.028776334
339,2000-12-05,-0.507951456,-0.930402438,-1.006023724,-0.392934657
340,2000-12-06,0.793004605,0.6967213,0.595055492,-1.544686789
341,2000-12-07,-0.800830066,1.184003517,-1.516752072,0.80327813
342,2000-12-08,-1.152699474,0.819857775,0.519546854,0.058516733
343,2000-12-09,-1.059122991,0.348058298,-0.725751847,-1.339909759
344,2000-12-10,0.693629991,-0.335266013,-0.475303429,-0.171343035
345,2000-12-11,-0.517766019,-0.120482665,-1.557278807,-0.750561936
346,2000-12-12,-2.077401231,-0.322653295,0.271831888,1.632564378
347,2000-12-13,0.259788574,2.390796852,0.074632322,0.226812771
348,2000-12-14,0.25198832,-0.986053426,-0.051861762,1.417117322
349,2000-12-15,-0.029132791,-1.832182582,0.537847917,-1.796530685
350,2000-12-16,-0.448384325,-0.323674013,0.889886252,0.133475787
351,2000-12-17,-0.519816814,0.5374359,-0.495215391,-0.448889861
352,2000-12-18,0.165215221,-0.937914736,-0.1329826,-0.937504789
353,2000-12-19,-0.149540898,0.552742936,0.490211583,-0.593526006
354,2000-12-20,1.370193436,0.591530928,-0.314939359,0.430052797
355,2000-12-21,-0.887647414,2.443514455,-0.634433241,-0.550327416
356,2000-12-22,0.271863285,-0.521198825,0.991488354,0.532596571
357,2000-12-23,-0.390321957,-0.76340967,2.074868935,-0.082047773
358,2000-12-24,-0.844068675,0.509263758,0.751389156,-0.015206404
359,2000-12-25,0.421504923,-0.284360537,-0.998243026,0.885441577
360,2000-12-26,-0.312481242,-1.91035487,0.784717552,1.325960758
361,2000-12-27,1.393613557,0.724450602,0.717224168,1.074819155
362,2000-12-28,-0.578091224,2.469387689,-1.445821201,-0.649219052
363,2000-12-29,0.595991078,0.278061376,2.417984266,0.130979187
364,2000-12-30,1.529119508,-2.047260072,0.203248491,-0.761290313
365,2000-12-31,0.28143129,0.232662864,1.696883981,1.457065708
366,2001-01-01,0.64174389,0.447443724,-0.164966655,1.636369128
367,2001-01-02,0.982499726,-0.160425569,-0.345162219,-0.611851624
368,2001-01-03,-0.629737141,-0.055811146,-2.492253996,1.578219738
369,2001-01-04,0.342441506,0.945311209,-2.08990087,-1.67596394
370,2001-01-05,1.186245094,-2.041272825,-0.08708978,0.772873745
371,2001-01-06,-0.843620709,0.534598083,0.353038641,1.033964529
372,2001-01-07,-0.923246735,0.948915784,-1.689678215,1.208877736
373,2001-01-08,-0.294800751,0.682548944,0.47033929,1.081787426
374,2001-01-09,0.588367325,-0.049755654,-0.427720604,-1.240801601
375,2001-01-10,-0.552090343,-0.650327549,-0.592234229,0.178333301
376,2001-01-11,0.369421407,0.089046401,0.7709171,0.172318917
377,2001-01-12,0.238250735,2.185158528,-0.542785448,-0.740649755
378,2001-01-13,-0.279509475,0.266224682,-0.021411977,-0.762866298
379,2001-01-14,-0.585143128,-1.548296046,-0.31204297,0.351149999
380,2001-01-15,0.598343159,-1.162154072,0.814158089,2.261940167
381,2001-01-16,-1.026381059,-0.502989278,-0.324652003,1.269691242
382,2001-01-17,-0.564180807,0.408698696,-0.694133554,-0.100213291
383,2001-01-18,-1.315348475,0.272884165,-0.248100247,2.562291263
384,2001-01-19,0.108865752,-0.145373728,-1.07260235,-0.022289199
385,2001-01-20,-1.049806169,-0.67745192,1.259771824,1.192554349
386,2001-01-21,0.932281352,-1.080895251,0.32363491,0.281244146
387,2001-01-22,-0.770275425,-0.310473458,0.389499591,0.128164354
388,2001-01-23,-0.090568094,-0.439608116,-0.332651714,-1.114843045
389,2001-01-24,-0.584658112,-0.706890326,0.146431164,0.815687847
390,2001-01-25,-1.526309187,-0.200149428,-0.08889459,-0.884632161
391,2001-01-26,1.881291169,0.308201634,0.227283488,2.414219741
392,2001-01-27,0.169403671,-0.028941519,-0.527809403,0.223950708
393,2001-01-28,-0.329728075,-0.314811999,-0.384019981,-0.126736534
394,2001-01-29,1.540719921,-0.300739498,1.374526881,0.534648336
395,2001-01-30,-0.660551512,0.231568347,-0.509655727,0.623038063
396,2001-01-31,1.250290197,-0.233995447,0.595232302,2.842816136
397,2001-02-01,-0.52961427,-1.108818744,0.406580781,-0.095315471
398,2001-02-02,-0.646195975,-0.507447034,1.245978913,0.352540845
